account_age_days,credit_score_band,kyc_level,avg_monthly_spend,merchant_risk_score,transaction_amount,payment_channel,device_type,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,post_auth_risk_score,is_fraud,predicted_label,fraud_probability,result
724,4,3,1004.057099,0.253996,1330.045118,card,mobile,0,0.465316,4,4,0,37.368088,1296.576548,0.250037,0,0,0.0,Correct
1364,2,2,6889.746092,0.064829,3082.963553,upi,mobile,0,0.119049,1,3,0,8.830436,2853.30535,0.391216,0,0,0.0012,Correct
726,1,1,4296.48193,0.457799,472.990851,bank_transfer,mobile,0,0.140159,3,1,0,68.295246,329.774786,0.018086,0,0,0.0,Correct
663,2,1,6515.662152,0.048973,2907.191455,bank_transfer,desktop,0,0.592001,2,5,1,32.872696,2690.002717,0.135619,0,0,0.0,Correct
1102,5,1,3288.825965,0.432005,2532.271053,upi,desktop,0,0.527973,0,1,0,19.408857,2422.643521,0.323419,0,0,0.0001,Correct
717,4,3,6672.043615,0.110346,769.037487,upi,tablet,0,0.059946,1,1,0,27.801937,546.636034,0.304054,0,0,0.0001,Correct
1556,2,3,1825.932809,0.42332,3770.794167,card,mobile,0,0.380995,1,3,0,14.147074,3709.92974,0.256376,0,0,0.0,Correct
582,3,2,11299.220581,0.079438,2629.206468,upi,tablet,0,0.253995,1,5,1,50.673679,2252.565782,0.030638,0,0,0.0,Correct
69,3,2,1728.169754,0.334604,1375.06816,wallet,desktop,0,0.375126,2,4,0,49.164041,1317.462501,0.144577,0,0,0.0,Correct
1847,2,3,1111.105813,0.442521,1750.789946,bank_transfer,mobile,0,0.079029,2,2,0,0.127694,1713.753086,0.382892,0,0,0.0015,Correct
1839,5,2,7126.396389,0.483725,237.203128,upi,mobile,0,0.264508,1,3,1,64.498443,-0.343418,0.309983,0,0,0.0001,Correct
1904,1,3,5740.301975,0.379825,2051.553825,card,mobile,0,0.451254,0,6,0,43.952121,1860.210425,0.353841,0,0,0.0007,Correct
497,5,3,5594.171011,0.436937,3833.613017,card,mobile,0,0.252638,1,4,0,68.83647,3647.14065,0.312231,0,0,0.0001,Correct
756,1,3,5166.24813,0.53357,1815.76148,upi,mobile,0,0.373913,2,2,1,3.791048,1643.553209,0.130604,0,0,0.0,Correct
1751,5,2,6246.232798,0.295569,2516.398956,card,desktop,0,0.117595,1,6,0,28.779792,2308.191196,0.124889,0,0,0.0,Correct
1173,3,1,3233.682134,0.3877,2723.932284,upi,mobile,0,0.23965,1,1,0,14.745464,2616.142879,0.382321,0,0,0.0007,Correct
617,4,2,10367.01714,0.128936,5676.923209,card,desktop,0,0.202925,2,2,0,33.93694,5331.355971,0.356599,0,0,0.0003,Correct
1379,3,3,2554.984321,0.179056,1041.737466,upi,mobile,0,0.077492,1,2,0,34.940655,956.571322,0.347781,0,0,0.0002,Correct
1196,2,2,2650.531259,0.204311,2916.057808,card,mobile,0,0.512013,1,0,0,26.68026,2827.706766,0.23276,0,0,0.0,Correct
1594,1,3,4290.446826,0.275296,3082.312415,upi,desktop,0,0.352394,0,1,2,51.596479,2939.297521,0.399316,0,0,0.0013,Correct
1467,3,1,3035.491169,0.371663,4617.159085,bank_transfer,mobile,0,0.230996,2,3,0,59.51698,4515.976046,0.298533,0,0,0.0001,Correct
481,5,1,4689.267869,0.269674,234.647763,card,mobile,1,0.459565,2,1,0,81.466816,78.338834,0.042457,0,0,0.0,Correct
1589,4,3,4511.594115,0.089558,1354.958264,card,desktop,0,0.26856,2,2,0,83.785072,1204.571794,0.254579,0,0,0.0,Correct
942,4,1,402.504269,0.158399,6031.897582,card,desktop,0,0.659586,0,3,2,3.781627,6018.480773,0.314642,0,0,0.0001,Correct
549,5,3,5038.952388,0.501823,4153.098108,bank_transfer,mobile,0,0.230111,2,4,1,43.267106,3985.133028,0.044913,0,0,0.0,Correct
137,5,1,1794.900426,0.110829,420.74295,card,mobile,0,0.593374,0,3,1,47.089413,360.912936,0.041918,0,0,0.0,Correct
1132,2,1,11826.385843,0.299907,367.610132,wallet,desktop,0,0.414403,1,5,0,5.792245,-26.602729,0.382578,0,0,0.0019,Correct
1686,2,1,3999.251729,0.184411,4853.824696,card,mobile,0,0.34027,1,4,0,8.024991,4720.516305,0.044352,0,0,0.0,Correct
818,3,3,3260.659389,0.139089,1982.650861,wallet,mobile,0,0.317025,0,2,0,52.387004,1873.962215,0.346416,0,0,0.0002,Correct
208,3,2,1699.393666,0.418317,1218.493662,wallet,desktop,0,0.252526,2,5,2,16.734207,1161.847206,0.153713,0,0,0.0,Correct
987,1,2,2253.167898,0.254181,1270.581679,upi,mobile,0,0.219733,0,2,0,29.029206,1195.476082,0.144366,0,0,0.0,Correct
458,1,3,8169.995247,0.171787,3379.1904,card,tablet,0,0.1782,0,3,0,15.488229,3106.857225,0.016022,0,0,0.0,Correct
1046,3,3,6623.969203,0.238644,694.386377,card,desktop,0,0.284357,2,8,0,59.497747,473.587403,0.113085,0,0,0.0,Correct
1905,3,3,5414.114461,0.238154,2504.676403,card,mobile,0,0.342227,2,3,1,54.354105,2324.205921,0.282344,0,0,0.0,Correct
502,1,1,3178.341315,0.41771,1884.83106,card,desktop,0,0.606749,1,6,0,3.687369,1778.886349,0.055249,0,0,0.0,Correct
1291,1,3,2509.393205,0.29973,3949.464461,upi,desktop,0,0.346804,1,4,0,28.017892,3865.818021,0.184935,0,0,0.0,Correct
54,3,1,5343.635116,0.421896,2665.593837,card,desktop,0,0.10865,1,2,1,8.190535,2487.472666,0.300278,0,0,0.0,Correct
1224,2,2,6293.781241,0.488392,1137.924119,card,desktop,0,0.453327,2,2,0,98.662316,928.131411,0.369668,0,0,0.0006,Correct
848,3,1,1366.229212,0.062237,2247.117184,wallet,mobile,0,0.095866,1,5,0,64.202957,2201.57621,0.259529,0,0,0.0,Correct
947,1,1,3550.446564,0.311724,992.337814,bank_transfer,desktop,0,0.523247,2,5,0,29.600027,873.989595,0.870415,1,1,1.0,Correct
1938,5,1,3753.52095,0.366683,1947.076164,card,mobile,0,0.298272,2,2,1,84.018836,1821.958799,0.369341,0,0,0.0006,Correct
1437,1,2,3532.451817,0.212911,5076.857964,card,desktop,0,0.287034,1,1,1,20.699783,4959.10957,0.164236,0,0,0.0,Correct
1380,1,1,5460.899796,0.289524,2540.444761,card,desktop,0,0.399593,1,0,0,54.688504,2358.414768,0.227036,0,0,0.0,Correct
1151,3,3,8047.577117,0.380396,2278.434233,upi,mobile,0,0.242521,1,6,1,42.413856,2010.181662,0.320322,0,0,0.0002,Correct
1435,3,3,855.792773,0.28684,2433.907943,card,mobile,0,0.211285,2,5,0,46.801376,2405.381517,0.21732,0,0,0.0,Correct
501,5,2,3441.161728,0.05172,1613.285018,card,mobile,0,0.185008,1,1,1,36.388025,1498.579627,0.060598,0,0,0.0,Correct
1421,1,3,2454.951767,0.057958,3367.749906,card,mobile,0,0.15564,0,1,0,0.035182,3285.91818,0.067119,0,0,0.0,Correct
1647,5,3,5528.646085,0.22477,4699.212324,upi,mobile,0,0.57644,2,4,0,9.578989,4514.924121,0.370408,0,0,0.001,Correct
1660,1,1,10504.919585,0.085191,2211.044994,upi,mobile,0,0.301581,0,1,0,23.082685,1860.881008,0.36942,0,0,0.0003,Correct
703,2,3,3931.713478,0.136756,4344.34213,card,mobile,0,0.57308,1,6,1,44.285432,4213.285014,0.159834,0,0,0.0,Correct
438,1,2,6480.163337,0.033084,1741.248683,card,mobile,0,0.01886,3,7,0,53.428977,1525.243239,0.026633,0,0,0.0,Correct
31,5,1,10116.038606,0.622414,2132.737818,upi,mobile,0,0.353317,3,3,0,59.995403,1795.536531,0.15805,0,0,0.0,Correct
669,2,2,6961.108428,0.348884,2129.829318,card,mobile,0,0.264211,1,2,1,24.737565,1897.79237,0.10047,0,0,0.0,Correct
775,3,1,12302.03271,0.120878,280.711889,card,mobile,0,0.347449,0,4,0,3.939537,-129.355868,0.248427,0,0,0.0,Correct
1355,5,3,1216.83654,0.149864,781.971828,upi,tablet,0,0.495655,0,3,1,41.467245,741.41061,0.108964,0,0,0.0,Correct
1826,3,1,1243.752262,0.115017,767.355604,card,desktop,0,0.290317,2,2,0,35.516595,725.897195,0.318938,0,0,0.0001,Correct
630,1,2,7938.423177,0.564842,2475.868107,card,mobile,0,0.223716,1,0,1,70.824608,2211.254001,0.22095,0,0,0.0,Correct
946,2,2,3932.942825,0.320166,528.548928,upi,mobile,0,0.267589,1,4,0,100.016155,397.450833,0.17055,0,0,0.0,Correct
287,4,3,2732.416041,0.039798,2048.022388,card,mobile,0,0.116621,2,3,0,17.516255,1956.941853,0.212601,0,0,0.0,Correct
1185,5,3,5268.431104,0.079095,1941.565984,card,mobile,1,0.410397,2,4,0,36.533231,1765.951614,0.209714,0,0,0.0,Correct
939,1,2,3023.693834,0.200979,1509.487008,card,mobile,0,0.201077,2,2,0,85.077338,1408.697214,0.221677,0,0,0.0,Correct
870,5,3,7018.192169,0.088016,7076.36753,wallet,mobile,0,0.331927,0,3,0,21.217567,6842.427791,0.253631,0,0,0.0,Correct
960,1,3,1310.425484,0.161716,2871.051857,wallet,desktop,0,0.293261,1,2,0,61.451316,2827.371007,0.252081,0,0,0.0,Correct
1454,2,2,2049.314914,0.257251,4063.48278,card,desktop,0,0.112988,0,1,1,12.304118,3995.172283,0.190989,0,0,0.0,Correct
961,1,1,3485.992193,0.256925,2383.894889,upi,desktop,0,0.185504,1,5,0,27.607104,2267.695149,0.14991,0,0,0.0,Correct
334,4,3,3410.937955,0.099177,1739.590233,bank_transfer,mobile,0,0.318906,1,2,1,28.752047,1625.892302,0.054125,0,0,0.0,Correct
1032,4,3,3004.258537,0.175544,10246.093219,bank_transfer,mobile,0,0.065974,0,4,0,2.413585,10145.951268,0.121618,0,0,0.0,Correct
1756,4,2,2930.026979,0.100123,601.976798,upi,desktop,0,0.182509,3,2,0,69.893995,504.309232,0.219557,0,0,0.0,Correct
884,3,2,12275.900387,0.259122,1554.332722,upi,mobile,0,0.122123,1,1,0,20.377487,1145.136043,0.145622,0,0,0.0,Correct
1914,4,3,2259.347951,0.271605,7708.884737,card,mobile,0,0.34751,2,1,0,38.159546,7633.573139,0.367671,0,0,0.0004,Correct
462,3,1,6956.426049,0.573851,3441.203855,bank_transfer,mobile,1,0.280541,1,3,0,7.67053,3209.322987,0.111233,0,0,0.0,Correct
1659,1,2,6809.621728,0.315109,1809.268725,card,mobile,0,0.422748,3,4,0,49.786226,1582.281334,0.118341,0,0,0.0,Correct
669,2,2,6961.108428,0.190245,2422.184771,card,mobile,0,0.379517,0,2,1,15.290247,2190.147823,0.145877,0,0,0.0,Correct
185,4,3,4283.250982,0.205232,581.105642,upi,mobile,0,0.298375,0,3,0,35.421226,438.330609,0.311924,0,0,0.0001,Correct
1329,4,3,4854.382856,0.093523,890.403938,upi,mobile,0,0.148194,0,2,1,23.88717,728.591176,0.273217,0,0,0.0,Correct
150,4,3,3271.322031,0.347011,843.076633,card,mobile,0,0.231581,3,4,0,22.314939,734.032566,0.329387,0,0,0.0002,Correct
1470,5,2,1386.644559,0.066406,1344.438907,card,mobile,0,0.188056,1,5,0,5.42823,1298.217421,0.083875,0,0,0.0,Correct
1468,5,3,1472.717499,0.347663,1205.207339,wallet,mobile,0,0.210204,1,2,0,18.221285,1156.116756,0.147711,0,0,0.0,Correct
1132,2,1,11826.385843,0.500562,2325.317358,upi,desktop,0,0.433373,1,4,0,31.309161,1931.104496,0.14358,0,0,0.0,Correct
1699,3,3,4581.871031,0.341632,2288.138543,card,mobile,0,0.518491,0,2,1,21.744097,2135.409509,0.018329,0,0,0.0,Correct
754,1,2,2561.319332,0.360313,3143.279921,upi,mobile,0,0.260467,2,3,1,13.787602,3057.90261,0.02269,0,0,0.0,Correct
1277,3,2,2158.355576,0.092504,1264.152161,card,mobile,0,0.780709,2,0,0,57.359316,1192.206975,0.314675,0,0,0.0,Correct
350,3,1,5788.940662,0.149378,1336.160472,card,desktop,0,0.135593,1,5,0,83.686492,1143.195783,0.380825,0,0,0.001,Correct
916,1,1,2761.813901,0.294066,2191.894999,card,desktop,0,0.496432,2,1,0,53.946134,2099.834536,0.028034,0,0,0.0,Correct
1195,2,3,8531.546751,0.200833,3022.998439,upi,mobile,0,0.182132,1,3,2,41.487121,2738.613547,0.065424,0,0,0.0,Correct
472,5,2,5465.545838,0.40368,2477.555367,card,desktop,0,0.22693,1,3,0,79.632474,2295.370506,0.274326,0,0,0.0,Correct
189,4,2,5742.731236,0.080938,1803.180795,wallet,mobile,0,0.187436,1,4,0,18.391102,1611.756421,0.123563,0,0,0.0,Correct
1949,4,1,8283.209461,0.317175,695.138831,card,desktop,0,0.638478,0,4,0,7.212757,419.031849,0.246852,0,0,0.0,Correct
569,1,3,4584.731641,0.242972,1494.605558,wallet,mobile,0,0.291299,3,2,1,26.7059,1341.78117,0.186047,0,0,0.0,Correct
866,1,2,6416.750155,0.133099,700.151954,upi,mobile,0,0.081711,0,3,0,3.1947,486.260283,0.292711,0,0,0.0,Correct
1876,5,3,12295.356431,0.095399,1660.685696,card,mobile,0,0.364343,1,3,0,9.973998,1250.840482,0.015339,0,0,0.0,Correct
1479,3,2,6821.521676,0.456407,5659.340734,bank_transfer,desktop,0,0.052608,1,3,0,5.172015,5431.956679,0.172402,0,0,0.0,Correct
1853,5,3,3929.199419,0.101096,3335.312178,card,mobile,0,0.321831,1,4,0,5.043298,3204.338864,0.247889,0,0,0.0,Correct
1968,4,1,3836.855264,0.175831,1913.104301,card,mobile,0,0.415902,2,1,0,33.925529,1785.209125,0.203529,0,0,0.0,Correct
136,2,2,1609.646376,0.259537,3872.176789,wallet,mobile,0,0.387001,0,6,0,27.772665,3818.52191,0.229697,0,0,0.0,Correct
775,4,3,8490.581071,0.249866,3929.859933,card,desktop,0,0.168768,0,7,0,42.133167,3646.840564,0.320321,0,0,0.0002,Correct
1666,1,1,4236.648473,0.018571,211.471542,wallet,mobile,0,0.141649,0,5,1,22.075531,70.249926,0.08732,0,0,0.0,Correct
197,3,2,5346.822128,0.187409,1497.627901,card,desktop,0,0.224715,0,5,0,8.56113,1319.400497,0.075814,0,0,0.0,Correct
1625,1,2,7227.653283,0.166797,4482.584591,wallet,mobile,0,0.02457,0,3,1,77.235689,4241.662815,0.33872,0,0,0.0002,Correct
1928,3,3,7661.737645,0.274907,4742.852711,wallet,mobile,0,0.103968,3,2,0,4.926555,4487.461456,0.310342,0,0,0.0001,Correct
1088,5,1,3656.367941,0.387915,3304.949425,upi,mobile,0,0.100499,0,3,1,19.388024,3183.070493,0.020039,0,0,0.0,Correct
1068,1,1,3763.304822,0.067558,1631.241986,card,tablet,0,0.523929,2,6,0,10.056405,1505.798492,0.304036,0,0,0.0004,Correct
204,4,2,4340.485339,0.119318,1698.303047,card,desktop,0,0.381611,1,1,0,14.253762,1553.620203,0.022067,0,0,0.0,Correct
635,3,1,2397.707202,0.475589,3621.870925,upi,desktop,0,0.204539,1,2,0,27.907514,3541.947351,0.328833,0,0,0.0001,Correct
483,1,1,5321.46364,0.501582,4026.015426,wallet,mobile,0,0.492492,3,3,1,18.621524,3848.633304,0.821095,1,1,1.0,Correct
495,2,2,2661.618522,0.115566,2923.65202,card,mobile,0,0.436226,0,2,2,1.358807,2834.931403,0.095946,0,0,0.0,Correct
1349,5,1,5991.110799,0.306108,3152.042383,card,tablet,0,0.29329,0,4,1,34.093793,2952.33869,0.085081,0,0,0.0,Correct
948,2,2,5596.343824,0.448456,3684.380717,upi,desktop,0,0.308801,0,2,0,5.730748,3497.835923,0.291267,0,0,0.0,Correct
516,3,2,1222.695697,0.189116,2575.877735,upi,mobile,0,0.528902,1,4,1,10.327201,2535.121212,0.089093,0,0,0.0,Correct
384,2,3,8505.683397,0.075195,2042.760007,card,desktop,0,0.177141,1,2,0,20.123524,1759.237227,0.021177,0,0,0.0,Correct
223,5,1,1902.04942,0.071701,4010.49476,upi,desktop,0,0.538949,3,2,0,0.320003,3947.093113,0.197418,0,0,0.0,Correct
1595,1,1,4716.256315,0.046006,2479.632052,card,tablet,0,0.351085,0,2,0,21.439816,2322.423508,0.211984,0,0,0.0,Correct
512,5,3,1478.412644,0.667156,4873.602159,wallet,desktop,0,0.139681,1,3,0,49.043676,4824.321738,0.059434,0,0,0.0,Correct
192,2,2,10280.342632,0.573353,2707.412161,card,mobile,0,0.155848,1,0,1,45.802649,2364.734073,0.17219,0,0,0.0,Correct
1398,1,3,1707.142264,0.111392,2205.439429,upi,desktop,0,0.240058,0,2,1,51.711446,2148.534687,0.177091,0,0,0.0,Correct
94,3,1,1953.614473,0.049214,6232.545192,upi,mobile,0,0.435609,3,8,0,55.838038,6167.424709,0.063133,0,0,0.0,Correct
972,2,1,8656.641759,0.252748,1799.351761,upi,mobile,0,0.233431,1,4,1,19.081686,1510.797036,0.296372,0,0,0.0,Correct
1259,3,3,10933.163604,0.107361,3318.048205,card,mobile,0,0.048147,1,1,0,10.838295,2953.609418,0.127102,0,0,0.0,Correct
649,1,2,2807.696707,0.267699,1346.043858,wallet,mobile,0,0.27054,2,3,1,5.739479,1252.453968,0.001401,0,0,0.0,Correct
1825,5,3,2469.463274,0.288893,1977.69586,upi,mobile,0,0.305109,1,4,1,68.697981,1895.380418,0.112273,0,0,0.0,Correct
986,4,3,3849.798467,0.320617,1131.47279,upi,mobile,0,0.200425,0,2,1,26.485411,1003.146175,0.304031,0,0,0.0,Correct
1311,3,1,5827.989886,0.247779,3135.314305,bank_transfer,desktop,0,0.388911,2,5,0,25.018227,2941.047975,0.327285,0,0,0.0002,Correct
30,2,2,4270.653866,0.582166,2688.47829,card,mobile,0,0.073202,1,4,1,70.424592,2546.123161,0.209163,0,0,0.0,Correct
1505,3,3,2894.552113,0.181664,2721.472788,upi,mobile,0,0.3163,0,1,1,4.902143,2624.987717,0.322972,0,0,0.0001,Correct
597,5,3,5967.838401,0.232325,1564.308876,bank_transfer,mobile,0,0.198445,0,3,3,0.357623,1365.38093,0.385255,0,0,0.0022,Correct
797,2,1,4943.432889,0.201858,790.036306,bank_transfer,mobile,0,0.626396,3,2,1,59.551894,625.25521,0.315199,0,0,0.0001,Correct
634,4,1,1089.961563,0.252568,2194.232975,card,mobile,0,0.170451,1,1,0,44.394293,2157.900923,0.14027,0,0,0.0,Correct
478,3,1,3165.116572,0.054445,362.4219,upi,mobile,0,0.204175,0,9,1,28.393612,256.918015,0.790841,1,1,1.0,Correct
902,4,2,3704.106059,0.171771,2695.163243,bank_transfer,desktop,0,0.026457,0,3,0,37.686266,2571.693041,0.046835,0,0,0.0,Correct
1519,3,2,2037.450619,0.550107,6192.646652,card,mobile,0,0.421851,0,3,1,65.793507,6124.731631,0.189969,0,0,0.0,Correct
368,2,2,3797.879485,0.467883,4969.455773,card,mobile,0,0.159669,0,9,0,98.48567,4842.85979,0.987912,1,1,1.0,Correct
1607,5,3,277.76862,0.463785,2887.412351,wallet,mobile,0,0.569443,0,5,0,55.990916,2878.153397,0.362794,0,0,0.001,Correct
1999,5,2,4234.953931,0.028341,2104.077793,card,mobile,0,0.496097,1,7,0,39.630519,1962.912661,0.883415,1,1,1.0,Correct
177,5,2,6561.184139,0.575952,318.648229,bank_transfer,mobile,0,0.779131,1,0,0,54.617387,99.942091,0.149214,0,0,0.0,Correct
1748,1,3,4575.036282,0.618472,1347.645751,upi,mobile,1,0.064978,0,1,0,16.4905,1195.144542,0.366246,0,0,0.0007,Correct
1746,2,2,5247.818645,0.263707,747.483492,card,mobile,0,0.172387,2,1,1,77.609005,572.556204,0.325899,0,0,0.0001,Correct
1512,3,1,17414.887301,0.316141,2655.178186,card,mobile,0,0.088259,0,1,1,19.526769,2074.681943,0.358599,0,0,0.0003,Correct
1056,3,1,3734.202282,0.094721,1049.061241,upi,mobile,0,0.140361,2,2,0,11.158443,924.587832,0.200665,0,0,0.0,Correct
406,5,1,3039.709267,0.174983,632.636973,card,mobile,0,0.121536,3,8,0,16.15748,531.313331,0.98227,1,1,1.0,Correct
601,2,3,6391.924898,0.176697,4802.632561,card,desktop,0,0.093448,3,3,2,88.39517,4589.568397,0.044582,0,0,0.0,Correct
1001,5,2,5122.089456,0.164669,565.413646,upi,mobile,0,0.341838,2,3,0,15.575503,394.67733,0.028668,0,0,0.0,Correct
1367,1,3,8579.085675,0.074666,3313.477884,upi,mobile,0,0.330618,2,1,0,48.969111,3027.508361,0.314531,0,0,0.0,Correct
596,3,3,5681.07398,0.13943,1939.856521,upi,mobile,1,0.236321,4,2,0,42.111152,1750.487389,0.389369,0,0,0.002,Correct
1019,2,1,3048.077574,0.136894,1706.593454,card,mobile,0,0.191273,1,1,1,28.351595,1604.990868,0.028909,0,0,0.0,Correct
1277,4,1,3946.022728,0.196869,6959.077607,card,desktop,0,0.304526,1,1,1,43.812199,6827.543516,0.293491,0,0,0.0,Correct
275,4,3,6876.940249,0.19411,830.532679,card,mobile,0,0.258002,0,2,0,79.416631,601.301337,0.156291,0,0,0.0,Correct
205,2,3,3782.670784,0.246769,458.336912,upi,desktop,1,0.32365,1,6,1,70.387332,332.247886,0.913993,1,1,1.0,Correct
82,3,2,1704.514305,0.188829,2748.260197,upi,mobile,0,0.261584,3,1,0,6.521501,2691.443054,0.219057,0,0,0.0,Correct
519,2,3,8496.500358,0.492953,2391.871804,wallet,tablet,0,0.238891,2,5,0,10.641317,2108.655125,0.356879,0,0,0.0033,Correct
980,3,1,4466.752421,0.61451,1482.3128,bank_transfer,mobile,0,0.22018,2,6,0,50.836704,1333.421053,0.106236,0,0,0.0,Correct
323,4,3,557.025291,0.349678,5208.183257,upi,desktop,0,0.105583,2,3,2,10.383018,5189.615747,0.146902,0,0,0.0,Correct
1246,3,2,2424.115633,0.471445,1054.256489,card,mobile,0,0.355926,2,2,0,87.411616,973.452635,0.338936,0,0,0.0002,Correct
1066,5,3,4339.124289,0.05172,3067.914802,upi,mobile,1,0.143428,1,1,0,91.337763,2923.277326,0.24027,0,0,0.0,Correct
889,5,1,1195.706985,0.166086,2537.013465,wallet,desktop,0,0.1316,1,3,0,0.67048,2497.156566,0.273999,0,0,0.0,Correct
769,4,2,13769.316633,0.326657,5931.260602,bank_transfer,mobile,1,0.187908,2,2,0,0.442487,5472.28338,0.076179,0,0,0.0,Correct
1870,3,1,2802.754251,0.352626,649.315176,card,tablet,0,0.253254,1,3,0,9.874479,555.890034,0.054395,0,0,0.0,Correct
746,1,2,2515.472559,0.050049,1906.772276,card,desktop,0,0.317139,0,2,1,12.350201,1822.92319,0.183937,0,0,0.0,Correct
1613,4,3,10087.01467,0.258211,1904.466936,card,mobile,0,0.760179,0,2,0,65.390747,1568.233113,0.368008,0,0,0.0006,Correct
1760,1,1,814.374214,0.28765,1487.770118,upi,desktop,0,0.598235,1,7,0,36.201362,1460.624311,0.051883,0,0,0.0,Correct
1236,2,1,7857.354999,0.274907,3524.266891,wallet,mobile,0,0.054568,1,7,2,76.694764,3262.355058,0.247437,0,0,0.0,Correct
803,2,2,6662.912717,0.158646,611.096943,card,mobile,0,0.288418,1,1,2,2.61475,388.999853,0.020615,0,0,0.0,Correct
1945,5,1,1466.579236,0.1277,405.020691,upi,mobile,0,0.864714,1,1,0,11.728019,356.134716,0.306856,0,0,0.0,Correct
74,3,3,8085.499369,0.311773,2188.739658,card,tablet,0,0.167568,1,4,1,37.319601,1919.223012,0.043378,0,0,0.0,Correct
382,2,2,7334.359714,0.067573,545.071308,upi,mobile,0,0.158197,0,5,0,27.48391,300.592651,0.042241,0,0,0.0,Correct
1658,2,1,714.341661,0.318745,1010.503027,upi,mobile,0,0.129867,0,7,0,75.429378,986.691638,0.063661,0,0,0.0,Correct
1240,3,1,3643.558621,0.093827,4883.911543,card,mobile,0,0.233682,2,4,0,25.190043,4762.459589,0.130065,0,0,0.0,Correct
669,4,1,6970.689844,0.297547,1834.74191,upi,mobile,0,0.09718,0,1,1,27.699508,1602.385582,0.092298,0,0,0.0,Correct
1261,5,2,9216.533185,0.069476,4584.527025,wallet,mobile,0,0.095792,2,1,0,9.115719,4277.309253,0.068324,0,0,0.0,Correct
1371,3,1,2022.563449,0.61127,742.775465,upi,desktop,0,0.038834,1,3,0,12.678969,675.356683,0.35172,0,0,0.0003,Correct
565,2,3,1361.923246,0.14722,1855.738497,card,mobile,0,0.154473,1,3,2,19.332435,1810.341055,0.023077,0,0,0.0,Correct
134,5,3,4384.336137,0.106092,3821.102624,card,desktop,0,0.422208,2,4,1,16.039619,3674.958086,0.192316,0,0,0.0,Correct
577,5,3,1066.706137,0.302993,5843.59494,card,mobile,0,0.599965,2,4,0,72.454629,5808.038068,0.262052,0,0,0.0,Correct
1543,5,1,2422.711161,0.384792,2595.848658,upi,mobile,0,0.207544,1,3,0,33.644339,2515.09162,0.395335,0,0,0.0017,Correct
922,1,3,4296.707131,0.250384,1890.51726,wallet,mobile,0,0.249284,3,2,0,64.489055,1747.293689,0.208368,0,0,0.0,Correct
546,1,2,5861.448255,0.098817,599.628519,card,tablet,0,0.395946,0,3,1,23.106007,404.24691,0.324662,0,0,0.0004,Correct
1128,4,3,930.614996,0.17757,630.101247,wallet,mobile,0,0.12112,0,3,0,17.059219,599.080747,0.042026,0,0,0.0,Correct
1620,1,1,1623.105951,0.069876,3566.578422,card,mobile,0,0.303283,1,4,0,11.063489,3512.47489,0.297257,0,0,0.0,Correct
1612,3,1,5781.926335,0.132782,2088.475066,upi,desktop,0,0.20849,2,4,0,41.403422,1895.744189,0.351356,0,0,0.0003,Correct
1087,4,1,2825.485538,0.306134,1463.039537,upi,mobile,0,0.162306,1,1,0,28.532329,1368.856686,0.129665,0,0,0.0,Correct
1359,3,2,5434.993078,0.067527,4000.501683,card,mobile,0,0.161024,1,1,0,41.08532,3819.335247,0.128132,0,0,0.0,Correct
308,4,2,589.543097,0.191718,2487.690737,upi,mobile,0,0.458885,0,5,0,17.713497,2468.0393,0.308195,0,0,0.0001,Correct
1070,3,2,10434.298853,0.424844,3250.297591,card,mobile,0,0.195284,0,1,0,9.419257,2902.48763,0.152795,0,0,0.0,Correct
630,1,2,7938.423177,0.141155,2498.974553,card,mobile,0,0.249715,0,2,0,19.116466,2234.360448,0.398245,0,0,0.0014,Correct
1239,1,3,5408.345051,0.088888,2025.992172,card,desktop,0,0.271436,0,6,0,33.017774,1845.714004,0.283102,0,0,0.0,Correct
652,3,2,5025.847758,0.070567,1461.381376,card,mobile,0,0.38235,0,3,0,8.768211,1293.853118,0.068371,0,0,0.0,Correct
497,4,1,726.502034,0.375685,927.939599,card,desktop,0,0.36889,1,3,1,34.121769,903.722865,0.346687,0,0,0.0003,Correct
628,1,1,5263.368219,0.280875,7136.591114,upi,mobile,0,0.322289,1,1,0,8.21392,6961.145507,0.377209,0,0,0.0005,Correct
283,1,2,5075.130275,0.057721,513.988036,card,mobile,0,0.565218,1,4,1,48.158479,344.817027,0.110416,0,0,0.0,Correct
1540,3,2,3625.58103,0.353685,2240.514255,upi,mobile,0,0.251903,2,2,0,80.852966,2119.661554,0.327607,0,0,0.0001,Correct
1703,4,2,6491.894567,0.131311,1994.811689,upi,desktop,1,0.110564,0,1,0,89.609444,1778.415203,0.202916,0,0,0.0,Correct
1218,3,1,6591.54228,0.349875,5403.156323,bank_transfer,mobile,0,0.321804,0,6,0,67.159271,5183.438247,0.27656,0,0,0.0,Correct
897,1,1,3396.762229,0.350849,4036.36242,card,mobile,0,0.058304,0,0,0,59.124111,3923.137013,0.350635,0,0,0.0001,Correct
1398,4,3,3318.387054,0.250965,5357.215705,wallet,mobile,0,0.136766,2,2,0,85.802352,5246.602803,0.006627,0,0,0.0,Correct
1472,5,2,4622.520402,0.45821,519.121126,upi,mobile,0,0.309921,1,3,0,16.421453,365.037113,0.360884,0,0,0.0005,Correct
