transaction_id,account_age_days,credit_score_band,kyc_level,avg_monthly_spend,merchant_risk_score,transaction_amount,payment_channel,device_type,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,is_fraud,post_auth_risk_score
48005,874,1,3,7392.570476,0.082785,441.275784,wallet,mobile,0,0.264161,0,4,0,53.977563,194.856769,0,0.069239
1340,1807,2,3,6002.239766,0.224494,5373.758046,upi,tablet,0,0.282818,1,5,0,39.670797,5173.683387,0,0.020115
250647,1021,4,2,918.605812,0.187007,521.567052,card,mobile,0,0.392545,1,4,0,63.114297,490.946859,0,0.238481
128051,969,1,2,1574.619074,0.302061,1740.522,card,tablet,0,0.159827,2,3,0,28.160136,1688.034698,0,0.147894
90866,1146,2,3,11760.446563,0.101121,558.141014,card,desktop,0,0.230973,2,8,0,70.489268,166.126128,0,0.147797
27550,51,3,1,3051.334668,0.167193,2920.761093,upi,mobile,0,0.393577,3,3,1,39.190568,2819.049938,0,0.343774
292474,1978,1,1,2667.790325,0.310408,803.000021,upi,desktop,0,0.641865,0,5,0,4.279096,714.073677,0,0.267574
63425,250,4,3,4820.418181,0.406527,1397.085861,bank_transfer,desktop,0,0.231445,3,4,1,70.567948,1236.405255,0,0.224097
21903,1126,3,1,2238.285599,0.07468,1554.995572,card,mobile,0,0.157352,1,2,0,28.138848,1480.386052,0,0.366784
385472,1574,2,2,2377.964036,0.023054,1070.429084,bank_transfer,mobile,0,0.268247,3,3,0,24.327722,991.163617,0,0.279256
140969,859,2,3,1011.274927,0.238236,1029.449628,card,mobile,0,0.118547,0,4,0,0.121177,995.740464,0,0.377335
164279,841,5,2,3919.503907,0.435857,201.364328,card,desktop,0,0.031777,2,2,0,28.052146,70.714198,0,0.297289
142722,985,1,1,3997.364915,0.580529,785.878597,upi,desktop,0,0.06676,2,4,0,29.627559,652.6331,0,0.076202
39695,1562,1,2,7817.394458,0.329799,1004.416902,card,mobile,0,0.461898,3,5,0,0.794357,743.837087,0,0.154965
50936,1541,3,3,6126.111248,0.142375,594.961194,card,mobile,0,0.255525,2,3,1,27.617403,390.757486,0,0.21101
392785,1187,4,3,6537.366524,0.069794,1891.786528,card,mobile,0,0.153582,0,1,0,48.535873,1673.87431,0,0.020428
240492,948,1,2,3244.058111,0.423301,3327.426371,upi,mobile,0,0.128037,1,3,0,64.219082,3219.291101,0,0.303611
108909,229,4,1,6513.494221,0.501582,1681.159213,card,mobile,0,0.26599,1,4,1,11.133651,1464.042739,0,0.169961
252669,495,5,3,6041.310253,0.471341,2149.675347,card,desktop,0,0.109971,1,4,1,54.578696,1948.298338,0,0.130481
127253,1305,2,1,1373.008308,0.211892,1440.390392,bank_transfer,mobile,0,0.199744,0,5,0,11.109819,1394.623448,0,0.020453
317038,813,4,1,2736.203353,0.102639,1816.66937,card,desktop,0,0.101395,2,1,1,12.888677,1725.462592,0,0.25899
254021,177,3,3,5405.090449,0.067664,614.328303,card,mobile,0,0.272843,0,3,0,19.141234,434.158622,0,0.205835
26551,380,4,3,4193.710316,0.423301,3431.958779,card,mobile,0,0.183075,0,4,0,3.098188,3292.168435,0,0.343168
223643,279,2,1,523.359372,0.208263,1277.6188,card,tablet,0,0.535795,1,5,1,50.927937,1260.173488,0,0.086192
385699,1076,1,1,3098.866056,0.360898,1919.488659,upi,desktop,0,0.232912,0,3,0,26.133372,1816.193124,0,0.244197
353106,1364,2,1,4674.381857,0.10543,1218.471611,card,mobile,0,0.240393,0,4,1,0.235103,1062.658882,0,0.255735
374538,1668,3,3,6784.004055,0.233522,5574.874038,upi,mobile,0,0.12694,2,1,0,28.676191,5348.74057,0,0.19816
241985,1280,4,2,5705.552888,0.497483,1414.651153,card,mobile,0,0.494646,2,1,2,7.53825,1224.466057,0,0.09686
53555,1432,5,1,6812.221829,0.100123,5223.211198,upi,mobile,0,0.085107,0,4,0,14.784369,4996.137137,0,0.101449
22181,471,3,2,3864.270517,0.25022,1098.322638,wallet,mobile,1,0.126491,0,0,1,19.338802,969.513621,0,0.175429
129243,1518,3,3,6068.336709,0.147799,730.810138,upi,mobile,0,0.259842,0,4,1,39.217162,528.532248,0,0.225774
25115,1099,2,2,8317.739775,0.380123,3531.921717,card,mobile,0,0.141364,1,5,0,7.072905,3254.663725,0,0.391554
172512,429,3,1,5819.99779,0.211686,2584.940783,wallet,mobile,0,0.471899,1,8,2,12.583049,2390.940856,0,0.026769
195703,1549,3,3,7506.19331,0.236904,2511.24077,card,mobile,0,0.025082,0,0,1,25.688004,2261.034326,0,0.249405
183894,219,1,2,3185.434083,0.132968,2733.131812,card,mobile,0,0.141495,0,3,0,53.3213,2626.950676,0,0.355236
315157,118,4,1,3448.899539,0.412341,445.023605,card,mobile,0,0.31342,1,5,0,40.94101,330.060287,0,0.335078
95791,1115,3,2,940.564896,0.287019,1802.892878,wallet,desktop,0,0.085055,0,4,0,98.450715,1771.540715,0,0.231599
172380,408,1,2,10185.506478,0.24049,4135.418482,upi,desktop,0,0.396205,0,2,1,52.635638,3795.901599,0,0.103355
18555,139,1,2,4188.695041,0.191961,3971.692891,bank_transfer,mobile,0,0.158991,1,4,1,6.794188,3832.069723,0,0.145177
379011,1268,2,1,6646.469325,0.516509,3644.272039,wallet,mobile,1,0.065566,2,6,1,15.883069,3422.723062,0,0.259184
243509,1339,1,3,3942.959093,0.44964,1505.511511,upi,mobile,0,0.223053,1,7,0,24.793117,1374.079541,0,0.275974
177306,1739,4,3,3141.239292,0.340458,3525.043732,bank_transfer,desktop,0,0.168217,1,1,0,4.106783,3420.335755,0,0.214926
283997,614,4,3,9297.950414,0.081972,861.943545,card,desktop,0,0.132102,2,3,0,3.377063,552.011864,0,0.190801
364174,1406,2,3,7595.481288,0.116158,973.541303,card,mobile,0,0.030004,0,4,0,44.751844,720.358594,0,0.133213
390306,878,2,3,1177.694424,0.181977,497.669314,upi,mobile,0,0.141771,0,3,0,33.191614,458.412834,0,0.211811
121568,192,4,3,7491.772124,0.390936,2608.928753,wallet,mobile,0,0.360615,1,3,2,19.966807,2359.203016,0,0.282381
265391,1981,3,2,6581.37182,0.325653,1211.794277,card,desktop,0,0.531061,1,6,1,36.876867,992.415216,0,0.003906
311360,763,3,2,7429.246772,0.12768,2845.175274,card,mobile,0,0.115352,0,1,0,30.130684,2597.533715,0,0.064867
349288,819,4,1,3741.711962,0.208263,2074.851645,upi,desktop,0,0.116605,2,4,0,50.630548,1950.127913,0,0.146738
327442,1673,4,3,3972.577605,0.36127,1931.258181,wallet,desktop,0,0.153539,1,3,0,143.379712,1798.838928,0,0.219037
319936,348,1,3,3117.904634,0.156034,1163.28932,bank_transfer,mobile,0,0.252017,2,2,0,26.870357,1059.359165,0,0.115172
378380,551,3,3,3705.644598,0.361487,162.456318,card,mobile,0,0.70185,2,5,0,0.734776,38.934831,0,0.292046
243761,1862,5,3,1895.639427,0.074666,2414.270596,card,mobile,0,0.0898,0,0,0,19.143012,2351.082615,0,0.200058
262204,1515,1,1,8648.86716,0.090918,3651.741527,bank_transfer,mobile,0,0.466418,0,3,0,4.777012,3363.445955,0,0.364117
162639,481,1,2,8984.206415,0.135091,4069.512767,wallet,mobile,0,0.175385,1,5,1,38.279362,3770.03922,0,0.102609
79801,624,2,2,8188.35193,0.228329,3316.732914,card,desktop,1,0.340929,1,2,0,75.965564,3043.78785,0,0.169423
298153,56,3,3,906.924262,0.160055,337.075803,card,mobile,0,0.149939,2,4,1,58.174939,306.844995,0,0.032389
309917,891,1,3,3272.892872,0.355885,1060.559228,card,desktop,0,0.091812,1,5,1,39.341916,951.462798,0,0.360364
215033,601,5,2,1368.679908,0.117573,3844.770652,card,mobile,0,0.317947,0,6,0,77.248374,3799.147989,0,0.052518
132875,1193,2,3,6632.770406,0.206841,2813.333563,card,mobile,0,0.386565,1,4,1,76.282022,2592.241217,0,0.023184
251394,1670,3,1,4556.670298,0.312914,1735.460509,upi,mobile,0,0.438791,0,1,0,9.834915,1583.571499,0,0.033182
224344,1683,3,3,1105.837534,0.15183,1104.75679,card,mobile,0,0.208792,0,4,2,15.819356,1067.895539,0,0.383584
335636,1135,3,1,3486.101006,0.319455,1375.326853,upi,mobile,0,0.217386,1,3,0,28.817076,1259.123486,0,0.307678
22234,1609,1,1,9304.544465,0.135046,650.29309,card,mobile,0,0.087222,0,0,0,5.296399,340.141608,0,0.045624
345034,376,1,2,8048.51872,0.189981,2925.035031,card,mobile,1,0.360419,1,2,0,5.671264,2656.751074,0,0.051458
395635,522,2,3,10781.587785,0.069291,1690.85367,card,mobile,0,0.13222,1,0,0,44.413904,1331.467411,0,0.033448
393852,1758,4,2,5295.188813,0.242131,1682.53451,card,mobile,0,0.057463,1,4,0,58.488212,1506.028216,0,0.346977
176644,266,3,3,5242.306969,0.077679,793.435233,wallet,mobile,0,0.606663,1,3,1,36.56277,618.691668,0,0.372983
384050,756,4,1,2974.626941,0.203289,5275.55235,card,mobile,0,0.137269,1,4,0,20.662907,5176.398119,0,0.150591
159772,1395,5,1,6136.716835,0.118421,2731.556068,upi,mobile,0,0.167186,0,1,0,13.428604,2526.99884,0,0.386974
80022,1317,4,1,10127.278981,0.488275,766.347186,card,mobile,0,0.338777,0,1,0,49.266503,428.77122,0,0.268841
346216,533,3,1,2152.2015,0.277235,1048.00056,bank_transfer,desktop,0,0.291031,2,1,1,13.340155,976.26051,0,0.182364
318728,252,2,1,2713.300477,0.13103,3411.253931,upi,mobile,0,0.372554,1,2,1,10.742083,3320.810582,0,0.398868
297231,645,2,3,1835.400953,0.116035,1842.283167,upi,mobile,0,0.191167,1,1,0,3.713294,1781.103135,0,0.272249
215972,1430,4,2,7113.330512,0.175765,923.89768,wallet,desktop,0,0.098475,1,2,0,53.307929,686.786663,0,0.015733
9100,543,5,2,4160.150631,0.093575,474.563888,upi,desktop,0,0.422875,0,4,0,9.306276,335.8922,0,0.111084
152727,1997,2,3,2404.49939,0.206953,1442.307529,card,mobile,0,0.078808,0,1,0,72.396809,1362.15755,0,0.004898
161634,281,1,1,18233.688641,0.103469,1904.091767,upi,tablet,0,0.105229,2,2,0,19.304369,1296.302146,0,0.120524
223018,179,4,3,3944.09286,0.420636,1580.292014,wallet,desktop,0,0.077783,1,2,1,1.674199,1448.822252,0,0.3703
323075,1581,5,3,11322.722033,0.039657,1605.5577,wallet,desktop,0,0.325637,0,1,0,91.55194,1228.133633,0,0.07846
7585,1051,1,1,4636.3436,0.193017,2003.352314,card,tablet,0,0.15941,0,2,0,34.971873,1848.807527,0,0.215821
100370,1644,1,3,2711.040321,0.075023,1139.160322,upi,mobile,0,0.307876,2,5,1,0.043294,1048.792311,0,0.129855
375500,1005,1,3,5140.119644,0.205693,2990.465105,wallet,mobile,0,0.287495,2,4,0,26.012223,2819.127784,0,0.285819
346281,1134,3,3,3886.472279,0.162542,1443.991756,card,mobile,0,0.234662,2,5,0,10.379583,1314.44268,0,0.070629
193222,1726,1,2,4514.197109,0.646169,1136.60042,card,desktop,0,0.329722,1,4,0,17.533395,986.127183,0,0.372334
377674,845,4,3,3047.412624,0.087455,691.920653,wallet,tablet,0,0.154932,2,5,1,51.203291,590.340232,0,0.050977
291860,267,1,3,727.794061,0.114346,960.466252,card,mobile,0,0.071211,3,5,0,58.606351,936.20645,0,0.282586
203995,628,5,2,5117.725682,0.274216,3598.949617,bank_transfer,tablet,0,0.290255,2,5,1,9.198695,3428.358761,0,0.173272
189245,442,1,3,2062.966365,0.12997,1187.160882,wallet,mobile,0,0.132421,1,1,0,75.277224,1118.395336,0,0.182511
137697,892,3,2,2188.277098,0.093678,1264.156839,bank_transfer,mobile,0,0.336168,1,3,1,54.752281,1191.214269,0,0.317544
312457,1209,4,3,5191.654073,0.181805,1675.167929,upi,desktop,0,0.384156,2,1,0,27.819457,1502.112793,0,0.196383
136262,99,1,1,3437.881518,0.293001,6983.139226,wallet,desktop,0,0.419741,1,8,0,24.185508,6868.543176,0,0.368494
51363,951,1,1,6480.588713,0.017236,1840.072283,card,mobile,1,0.013614,1,2,0,45.559134,1624.052659,0,0.301978
158353,1062,4,3,1174.80278,0.421808,3028.00083,bank_transfer,mobile,0,0.228683,0,3,2,19.295153,2988.840738,0,0.140398
323900,589,5,2,2315.386968,0.548147,785.908575,card,mobile,0,0.455736,0,4,0,49.297874,708.729009,0,0.333907
357274,1698,1,1,5315.32532,0.320211,1293.450962,upi,mobile,0,0.178126,1,5,0,64.943558,1116.273451,0,0.083703
94106,1578,5,1,5886.856357,0.283587,7309.738824,card,mobile,0,0.258256,1,2,1,50.669567,7113.510278,0,0.049313
297027,365,5,1,7170.298356,0.050979,2603.477172,card,desktop,1,0.305901,0,2,2,20.220364,2364.467227,0,0.30877
291792,159,1,1,6719.422132,0.041626,3462.678637,upi,mobile,0,0.172382,2,2,0,62.057888,3238.697899,0,0.038338
41309,169,2,3,4070.775476,0.311067,1811.960329,upi,mobile,0,0.085664,1,4,1,7.596261,1676.267813,0,0.392747
399109,1273,2,1,6674.154139,0.041697,4097.4036,card,mobile,0,0.058062,2,3,0,61.32131,3874.931796,0,0.204428
382809,1104,1,3,6785.62941,0.330332,2126.471948,upi,mobile,0,0.504375,0,7,0,12.766408,1900.284301,0,0.050499
164389,272,2,1,5990.230802,0.18737,2649.682671,card,mobile,0,0.236933,2,7,0,0.753572,2450.008311,0,0.081807
63298,1929,5,1,5270.58267,0.571719,9001.423461,card,desktop,0,0.15865,0,2,0,18.229191,8825.737372,0,0.02596
116594,1902,3,2,1575.402511,0.294984,882.708017,wallet,mobile,0,0.234381,1,5,0,11.695336,830.1946,0,0.052148
353231,1005,3,2,5841.339599,0.286847,1419.765087,card,mobile,0,0.307311,1,2,0,40.640367,1225.053767,0,0.159778
24223,435,1,3,3198.712148,0.21138,2263.926932,bank_transfer,tablet,0,0.431159,0,3,0,36.010369,2157.303194,0,0.294764
316268,916,4,1,3032.873753,0.069167,1837.230259,card,desktop,0,0.200331,0,4,0,18.425529,1736.134468,0,0.394868
111911,1412,4,2,2514.634211,0.324229,1958.740797,wallet,desktop,0,0.198426,0,3,0,105.061616,1874.919656,0,0.241414
128086,1466,1,2,3040.77793,0.04755,2622.888341,card,tablet,0,0.127039,0,3,0,20.431062,2521.529076,0,0.152347
207847,149,5,3,9533.484255,0.17123,1515.185027,upi,mobile,0,0.197269,2,2,0,46.207022,1197.402218,0,0.301467
121508,1929,2,3,5462.75838,0.466272,2478.285763,card,mobile,1,0.34133,0,4,0,18.414192,2296.193817,0,0.312056
115591,1677,2,2,1777.819467,0.079957,2023.035252,upi,mobile,0,0.712976,1,5,0,24.962735,1963.774603,0,0.149169
369325,276,2,1,7758.379832,0.282845,265.475928,wallet,mobile,0,0.160383,1,2,0,57.048957,6.863267,0,0.063858
26115,1441,2,1,4214.170002,0.236479,5254.196283,wallet,mobile,0,0.403897,2,4,0,19.991347,5113.72395,0,0.395387
256162,519,3,1,2801.714837,0.253066,1320.324453,upi,mobile,0,0.590607,4,2,1,101.192841,1226.933958,0,0.362326
212358,1748,1,1,4151.231409,0.074713,1111.601376,card,mobile,1,0.221936,0,3,0,21.903269,973.226996,0,0.31205
262197,793,5,2,3056.135902,0.228367,1643.066095,upi,mobile,1,0.320893,0,4,0,5.253214,1541.194899,0,0.288077
46418,1887,1,1,4772.907548,0.211965,1193.777709,wallet,mobile,0,0.166619,2,2,0,8.390292,1034.680791,0,0.390528
128333,516,2,1,1439.249392,0.256408,4126.468611,upi,mobile,0,0.101092,1,2,0,22.600717,4078.493632,0,0.050946
304796,910,3,2,9254.770776,0.210702,1322.798133,wallet,desktop,0,0.210888,0,5,0,2.749765,1014.305773,0,0.382011
138036,1866,2,3,8931.16896,0.644728,1806.41389,upi,mobile,0,0.274712,0,2,0,38.615508,1508.708258,0,0.035752
238685,837,4,2,2335.778896,0.539872,3877.816316,upi,mobile,0,0.061013,0,5,1,50.8659,3799.957019,0,0.312936
107805,1435,3,2,4275.756031,0.16053,2529.771238,upi,mobile,0,0.512348,0,3,0,5.75677,2387.246037,0,0.182048
58837,1222,2,2,1401.575602,0.27824,3139.757541,bank_transfer,mobile,0,0.287609,0,3,0,41.917891,3093.038354,0,0.120646
67114,844,4,2,5437.033083,0.213323,1111.712214,upi,mobile,0,0.406164,0,3,1,76.313964,930.477778,0,0.376547
330015,779,1,1,4066.741662,0.234004,214.138616,card,mobile,0,0.155512,2,6,0,50.893364,78.580561,0,0.266806
317837,1523,1,3,1374.855133,0.056864,950.855768,wallet,mobile,0,0.196809,3,1,0,91.197267,905.027264,0,0.295628
385147,1533,1,1,4521.936309,0.144813,1128.964566,card,desktop,0,0.060661,0,2,0,37.358917,978.233356,0,0.082242
246297,1139,5,3,1688.074329,0.175361,3093.057269,card,mobile,0,0.06095,1,5,0,34.247314,3036.788124,0,0.300843
52283,569,2,2,8862.841008,0.102994,600.330896,wallet,desktop,0,0.427982,2,3,0,58.040805,304.902862,0,0.31158
161871,799,4,3,4616.735038,0.476995,1455.514239,card,desktop,0,0.055844,2,2,0,27.454366,1301.623071,1,0.903401
93750,1145,2,1,3800.570247,0.260532,2042.00922,card,mobile,0,0.288624,3,5,0,11.081818,1915.323545,0,0.328824
288420,1773,3,2,3668.732569,0.215277,3510.619519,card,mobile,0,0.172579,1,5,1,44.301189,3388.328433,0,0.187598
75865,741,5,1,3664.675059,0.056722,2758.509836,card,mobile,0,0.516358,2,1,3,37.912546,2636.354,0,0.101785
64040,1475,1,2,3452.731232,0.448335,1156.423559,card,mobile,0,0.110013,1,2,0,67.944222,1041.332518,0,0.152893
371726,1505,5,1,3226.122592,0.057024,5331.244634,card,mobile,0,0.06637,1,2,0,35.354609,5223.707215,0,0.061936
97874,1432,1,3,9480.034769,0.298997,1644.500681,wallet,mobile,1,0.168198,0,3,1,12.167302,1328.499522,0,0.388183
312663,1260,4,1,7937.275719,0.09288,2055.878574,card,mobile,0,0.112531,1,2,0,21.919011,1791.302717,0,0.001203
76735,1306,3,3,12549.413963,0.486374,1084.249849,card,mobile,0,0.16698,1,3,0,80.588407,665.936051,0,0.132559
174017,191,4,2,3848.499842,0.516852,2754.136402,card,mobile,0,0.379023,1,3,0,36.106841,2625.853074,0,0.39258
220345,61,5,3,11201.244229,0.565689,2219.187143,bank_transfer,tablet,0,0.349111,3,5,0,47.01616,1845.812336,0,0.313581
307067,866,1,2,5397.48831,0.201136,1129.589408,upi,desktop,0,0.418037,1,5,1,9.638891,949.673131,0,0.078247
232185,508,4,3,4942.177271,0.279266,2575.691431,card,mobile,1,0.06565,1,1,1,8.245198,2410.952189,0,0.340411
228035,631,4,2,12254.06776,0.219585,4313.744559,wallet,desktop,0,0.347756,0,3,0,14.022391,3905.275634,0,0.104216
358133,1760,2,1,6963.109233,0.072024,5667.383648,upi,mobile,0,0.28577,1,2,0,4.34498,5435.280007,0,0.361634
384262,300,2,2,7550.058239,0.10297,1130.174435,card,mobile,0,0.327144,0,2,1,8.939502,878.505827,0,0.08184
71089,1277,2,1,12990.878438,0.212931,745.326163,wallet,mobile,0,0.66042,2,4,1,54.739488,312.296881,0,0.382567
249277,1027,3,1,1542.529534,0.208128,3126.327771,wallet,mobile,0,0.501701,0,2,0,46.002219,3074.91012,0,0.04715
20978,475,3,3,3579.264029,0.212747,341.169015,card,mobile,0,0.370142,1,2,1,33.585754,221.860214,0,0.174006
354003,536,2,1,3812.529787,0.52445,370.457433,upi,mobile,0,0.656589,2,2,0,25.228003,243.373107,0,0.037452
129192,1815,1,3,2085.678562,0.224746,1303.649367,card,mobile,0,0.394465,1,4,1,2.801046,1234.126748,0,0.181123
361592,1229,4,1,2973.861128,0.184027,3583.937272,wallet,mobile,0,0.303477,0,0,0,59.282465,3484.808568,0,0.303455
77900,683,5,2,1898.054544,0.199678,1174.586218,card,mobile,0,0.259325,2,3,0,37.712788,1111.317733,0,0.076456
93944,1903,5,3,9206.996177,0.268505,1182.242334,bank_transfer,mobile,0,0.420915,0,0,0,89.142779,875.342461,0,0.367161
172172,1760,1,3,6444.578452,0.265065,1160.302309,wallet,mobile,0,0.055261,0,4,0,48.145223,945.483028,0,0.379495
6175,42,3,2,3635.893628,0.361994,274.759113,card,mobile,0,0.729711,1,2,1,42.303813,153.562659,0,0.326837
162360,1526,5,3,4139.55418,0.087411,327.788137,card,mobile,0,0.329168,1,2,0,2.774598,189.802997,0,0.320371
62394,1539,3,2,3602.968907,0.081877,2534.425066,card,desktop,0,0.51539,0,4,1,24.491301,2414.326102,0,0.329842
26310,499,5,2,2596.668538,0.217659,442.546658,card,mobile,0,0.295364,0,3,0,16.35542,355.99104,0,0.06038
254802,1424,1,3,3798.271515,0.318661,3325.873497,upi,desktop,0,0.545901,1,2,0,10.510242,3199.264447,0,0.267114
233831,510,3,2,3337.249512,0.113677,2515.523293,card,mobile,1,0.207057,0,1,1,13.264673,2404.281642,0,0.388034
184596,797,5,2,2805.443474,0.423324,1164.979833,card,desktop,0,0.545101,0,6,1,5.36212,1071.465051,0,0.17606
74249,1949,4,2,13394.91379,0.082924,1085.411914,upi,mobile,0,0.092413,2,5,1,51.799298,638.914788,0,0.27182
255859,1550,2,1,13926.731292,0.190474,1849.979602,card,mobile,0,0.339243,0,2,0,64.52318,1385.755226,0,0.221555
290786,1718,3,2,8050.783813,0.098241,1264.04093,upi,desktop,0,0.478508,0,4,0,8.346177,995.68147,0,0.041253
193531,1532,1,3,2890.391981,0.107578,1331.583129,card,mobile,0,0.251089,2,3,0,2.435327,1235.23673,0,0.33098
319303,1171,4,3,6679.860904,0.114584,3507.715484,card,mobile,0,0.308259,0,3,2,6.833546,3285.053454,0,0.23687
150136,501,3,2,8945.016668,0.216773,4428.551969,card,mobile,1,0.171045,1,0,0,51.065349,4130.384746,0,0.19065
170703,270,3,2,10766.059984,0.422118,1610.134524,card,tablet,0,0.268943,1,3,0,8.338449,1251.265857,0,0.316502
282758,170,1,2,5694.526357,0.246854,3972.706093,card,tablet,0,0.535591,2,2,1,28.571264,3782.888548,0,0.129851
363354,1197,4,3,4714.097001,0.134879,2828.371227,upi,mobile,1,0.222395,0,1,0,14.966323,2671.23466,0,0.342168
57605,861,3,1,2208.549401,0.299392,1834.414596,wallet,mobile,0,0.087114,1,3,0,56.022554,1760.796283,0,0.027426
116479,1461,1,1,2608.180073,0.016423,1402.77763,card,desktop,0,0.016858,2,5,0,23.371567,1315.838294,0,0.161343
26731,1920,1,2,3996.238069,0.342067,352.507659,upi,desktop,0,0.344966,1,1,0,48.671557,219.299723,0,0.139053
124589,1988,4,3,12404.649551,0.043217,627.780615,upi,desktop,1,0.099626,2,3,0,56.306806,214.292297,0,0.396168
19437,1246,2,3,2277.819248,0.295011,2321.403161,upi,mobile,0,0.044567,2,3,0,27.032879,2245.475853,0,0.069004
137712,840,1,3,4366.386494,0.252254,1615.373052,bank_transfer,mobile,0,0.246775,0,3,0,49.380417,1469.826836,0,0.369717
271119,1467,5,1,2919.346887,0.106068,1599.551021,card,mobile,0,0.242706,2,5,0,6.788183,1502.239459,0,0.03933
391917,1374,3,3,1039.466578,0.38459,2554.324385,card,desktop,0,0.143356,0,1,0,9.402658,2519.675499,0,0.199681
99897,326,1,1,6057.641507,0.12845,3306.244646,bank_transfer,mobile,0,0.403151,0,6,1,16.889425,3104.323262,0,0.31287
390772,806,3,2,7204.723572,0.228329,901.199293,wallet,mobile,0,0.160463,3,5,0,23.622257,661.041841,0,0.272495
87761,911,2,3,3751.541234,0.105856,3255.410382,card,mobile,0,0.281735,1,4,0,2.679244,3130.359007,0,0.18218
104802,296,2,3,10141.71628,0.266648,4276.78884,card,mobile,0,0.50314,1,2,0,25.81555,3938.73163,0,0.11816
130129,1447,1,3,3952.666124,0.152499,2180.729994,upi,mobile,0,0.187196,0,2,0,47.167949,2048.974456,0,0.03353
87788,1965,5,3,2416.459698,0.184543,415.517759,card,mobile,0,0.193126,1,2,0,37.005828,334.969102,0,0.31961
20917,1939,3,2,4976.266387,0.265491,1374.159484,card,mobile,0,0.333152,3,1,2,91.521993,1208.283937,0,0.153342
80208,1225,1,1,9272.715115,0.289184,3417.146323,wallet,mobile,0,0.043388,0,4,0,9.382554,3108.055819,0,0.306138
231421,1193,5,1,8436.530704,0.268919,2373.234229,upi,mobile,0,0.344508,0,3,0,12.858261,2092.016538,0,0.236673
209430,198,5,2,2908.823064,0.102937,695.018288,card,mobile,0,0.247001,3,4,1,12.554251,598.057519,0,0.004574
167400,865,4,2,6330.879328,0.164791,4971.319126,upi,mobile,1,0.290424,2,5,1,73.694653,4760.289815,0,0.327461
58509,848,1,1,4578.430957,0.034993,2902.899475,wallet,desktop,0,0.021025,0,6,0,43.071748,2750.28511,0,0.230599
260744,32,5,3,4436.276796,0.166818,2063.699368,card,desktop,0,0.111214,0,4,0,1.928802,1915.823475,0,0.393774
215889,606,3,2,12554.07967,0.192458,1830.037304,wallet,mobile,0,0.289877,2,4,0,36.224883,1411.567982,0,0.047455
210884,1831,1,1,4769.741002,0.280868,711.371933,wallet,mobile,0,0.123513,1,3,0,8.700618,552.380566,0,0.020386
108277,675,4,2,4619.490683,0.253966,1176.903553,upi,mobile,0,0.087864,2,3,1,18.995457,1022.920531,0,0.240221
189291,1362,1,1,3281.961108,0.194713,2079.844407,card,mobile,0,0.230014,0,3,0,41.278086,1970.445704,0,0.23491
74808,1313,5,1,5211.942414,0.330928,4265.530109,card,mobile,0,0.315672,1,2,0,26.433527,4091.798695,0,0.0735
322024,1328,1,2,6348.430888,0.345529,1046.694375,wallet,mobile,0,0.085599,1,4,1,44.511332,835.080012,0,0.236411
295221,364,3,3,3047.903225,0.041126,526.710087,wallet,mobile,0,0.177791,0,4,0,4.884056,425.113313,0,0.320776
309008,83,3,2,2327.356136,0.200782,2720.923612,card,mobile,0,0.264203,0,1,0,93.92019,2643.345074,0,0.357164
395781,297,4,3,8761.755577,0.047891,2054.858192,card,tablet,0,0.281293,0,6,0,7.732615,1762.799673,0,0.097571
266284,348,4,2,1825.543,0.237164,914.562604,card,mobile,0,0.309783,0,4,0,10.906073,853.711171,0,0.045489
251221,1537,2,2,2253.790142,0.209793,1248.216879,card,mobile,0,0.131358,0,1,0,45.779533,1173.090541,0,0.074426
216864,1483,5,2,1821.263664,0.100954,997.331732,card,desktop,0,0.088102,2,5,0,17.216505,936.622943,0,0.297634
95316,1094,4,1,3112.368539,0.182338,652.165485,card,desktop,0,0.618076,0,5,0,20.137925,548.419867,0,0.31099
291140,863,2,3,6019.27566,0.18463,1176.811965,card,desktop,0,0.181911,1,0,1,19.298515,976.169443,0,0.08154
207841,234,2,1,5808.126914,0.156203,1922.211699,card,desktop,0,0.419023,0,5,1,20.238681,1728.607468,0,0.218802
50389,1332,3,3,3669.491363,0.088198,2776.01425,wallet,mobile,1,0.162737,0,1,0,42.793772,2653.697871,0,0.198107
34212,1457,5,2,6028.83993,0.041576,1945.760889,wallet,mobile,0,0.346033,1,5,0,23.969631,1744.799558,0,0.095357
317073,1037,1,2,1797.170324,0.41571,3756.463435,card,mobile,0,0.443955,2,5,1,46.754609,3696.557758,0,0.140837
312058,1301,5,3,1758.769698,0.224407,4538.370666,card,mobile,0,0.368548,1,1,0,10.362438,4479.745009,0,0.270572
221669,666,5,1,5474.681416,0.034601,6157.591661,wallet,desktop,0,0.179719,0,3,0,40.11117,5975.10228,0,0.18246
191566,1015,1,2,1623.443006,0.190474,6437.032149,bank_transfer,desktop,0,0.269585,3,5,0,27.663433,6382.917382,0,0.01948
367514,629,5,1,4805.90747,0.403796,2438.972627,card,mobile,0,0.241193,0,4,0,11.814335,2278.775712,0,0.21222
273341,650,1,1,3231.298177,0.300164,408.651342,upi,desktop,0,0.506995,0,1,0,38.973198,300.941403,0,0.356804
